company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
Power Grid,IN,,Nifty50,Power,32530120482,5630481928,9048,POWERGRID.NS
Reliance Industries,IN,,Nifty50,"Oil, Gas & Consumable Fuels",210120481928,136144578313,404501,RELIANCE.NS
SBI Life Insurance Company,IN,,Nifty50,Financial Services,21807228916,13493975904,25672,SBILIFE.NS
Shriram Finance,IN,,Nifty50,Financial Services,29036144578,2498192771,76241,SHRIRAMFIN.NS
State Bank of India,IN,,Nifty50,Financial Services,112650602410,45421686747,245131,SBIN.NS
Sun Pharma,IN,,Nifty50,Healthcare,56144578313,7043614458,47000,SUNPHARMA.NS
Tata Consultancy Services,IN,,Nifty50,Information Technology,96265060241,33253012048,584519,TCS.NS
Tata Consumer Products,IN,,Nifty50,Fast Moving Consumer Goods,13012048193,2444578313,11233,TATACONSUM.NS
Tata Motors Passenger Vehicles,IN,,Nifty50,Automobile and Auto Components,14578313253,40843373494,60332,TATAMOTORS.NS
Tata Steel,IN,,Nifty50,Metals & Mining,28072289157,27951807229,112262,TATASTEEL.NS
Tech Mahindra,IN,,Nifty50,Information Technology,16626506024,7129638554,146760,TECHM.NS
Titan Company,IN,,Nifty50,Consumer Durables,50361445783,10552289157,9352,TITAN.NS
Trent,IN,,Nifty50,Consumer Services,18554216867,2418554217,31226,TRENT.NS
UltraTech Cement,IN,,Nifty50,Construction Materials,42168674699,10664096386,23670,ULTRACEMCO.NS
Wipro,IN,,Nifty50,Information Technology,20843373494,11441927711,240000,WIPRO.NS
ABB India,IN,,NiftyNext50,Capital Goods,19156626506,1590722892,3859,ABB.NS
Adani Energy Solutions,IN,,NiftyNext50,Power,24337349398,3323855422,3514,ADANIENSOL.NS
Adani Green Energy,IN,,NiftyNext50,Power,27349397590,1641445783,976,ADANIGREEN.NS
Adani Power,IN,,NiftyNext50,Power,49277108434,7112409639,3967,ADANIPOWER.NS
Ambuja Cements,IN,,NiftyNext50,Construction Materials,12650602410,4898313253,4756,AMBUJACEM.NS
Bajaj Holdings,IN,,NiftyNext50,Financial Services,13975903614,135421687,14,BAJAJHLDNG.NS
Bank of Baroda,IN,,NiftyNext50,Financial Services,15301204819,7670120482,76693,BANKBARODA.NS
Bharat Petroleum,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels",16144578313,60120481928,8747,BPCL.NS
Britannia Industries,IN,,NiftyNext50,Fast Moving Consumer Goods,15903614458,2300120482,5792,BRITANNIA.NS
Bosch,IN,,NiftyNext50,Automobile and Auto Components,14819277108,2386506024,37131,BOSCHLTD.NS
Canara Bank,IN,,NiftyNext50,Financial Services,13734939759,5814457831,81827,CANBK.NS
CG Power and Industrial Solutions,IN,,NiftyNext50,Capital Goods,17349397590,1496144578,3113,CGPOWER.NS
Cholamandalam,IN,,NiftyNext50,Financial Services,17831325301,1587108434,51320,CHOLAFIN.NS
Cummins India,IN,,NiftyNext50,Capital Goods,18674698795,1463012048,3088,CUMMINSIND.NS
Divi's Laboratories,IN,,NiftyNext50,Healthcare,23373493976,1272289157,11565,DIVISLAB.NS
DLF,IN,,NiftyNext50,Realty,19397590361,987228916,4310,DLF.NS
DMart,IN,,NiftyNext50,Consumer Services,31445783133,8585060241,16959,DMART.NS
GAIL,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels",13734939759,17108433735,5010,GAIL.NS
Godrej Consumer Products,IN,,NiftyNext50,Fast Moving Consumer Goods,13132530120,1828674699,2962,GODREJCP.NS
HDFC Asset Management,IN,,NiftyNext50,Financial Services,13132530120,556867470,1713,HDFCAMC.NS
Hindustan Aeronautics,IN,,NiftyNext50,Capital Goods,36987951807,3986626506,22033,HAL.NS
Hindustan Zinc,IN,,NiftyNext50,Metals & Mining,26987951807,4745903614,3303,HINDZINC.NS
Hyundai Motor India,IN,,NiftyNext50,Automobile and Auto Components,19036144578,8525662651,6081,HYUNDAI.NS
Indian Hotels Company,IN,,NiftyNext50,Consumer Services,12409638554,1238915663,27757,INDHOTEL.NS
Indian Oil Corporation,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels",23253012048,94457831325,29941,IOC.NS
IRFC,IN,,NiftyNext50,Financial Services,13734939759,868554217,45,IRFC.NS
Jindal Steel,IN,,NiftyNext50,Metals & Mining,12891566265,6412650602,5918,JINDALSTEL.NS
Lodha,IN,,NiftyNext50,Realty,13855421687,2009156627,5783,LODHA.NS
LTM,IN,,NiftyNext50,Information Technology,14216867470,5097349398,87886,LTIM.NS
Mazagon Dock Shipbuilders,IN,,NiftyNext50,Capital Goods,11213975904,1566987952,2614,MAZDOCK.NS
Muthoot Finance,IN,,NiftyNext50,Financial Services,14698795181,2311204819,31613,MUTHOOTFIN.NS
Pidilite Industries,IN,,NiftyNext50,Chemicals,19759036145,1759156627,8835,PIDILITIND.NS
Power Finance Corporation,IN,,NiftyNext50,Financial Services,16385542169,5746626506,540,PFC.NS
Punjab National Bank,IN,,NiftyNext50,Financial Services,15301204819,7097710843,103184,PNB.NS
REC,IN,,NiftyNext50,Financial Services,11441807229,2784939759,512,RECLTD.NS
Samvardhana Motherson,IN,,NiftyNext50,Automobile and Auto Components,18192771084,15180722892,93971,MOTHERSON.NS
Shree Cement,IN,,NiftyNext50,Construction Materials,11615421687,2523253012,7157,SHREECEM.NS
Siemens,IN,,NiftyNext50,Capital Goods,15662650602,2022530120,6346,SIEMENS.NS
Siemens Energy,IN,,NiftyNext50,Capital Goods,14216867470,1052409639,4351,ENRIN.NS
Solar Industries,IN,,NiftyNext50,Chemicals,20361445783,1185301205,2403,SOLARINDS.NS
Tata Capital,IN,,NiftyNext50,Financial Services,17590361446,1509879518,22366,TATACAP.NS
Tata Motors,IN,,NiftyNext50,Automobile and Auto Components,17951807229,10103012048,20635,TMCV.NS
Tata Power,IN,,NiftyNext50,Power,14457831325,7521566265,22501,TATAPOWER.NS
Torrent Pharmaceuticals,IN,,NiftyNext50,Healthcare,23132530120,1684337349,18258,TORNTPHARM.NS
TVS Motor Company,IN,,NiftyNext50,Automobile and Auto Components,22409638554,6750361446,6850,TVSMOTOR.NS
Union Bank of India,IN,,NiftyNext50,Financial Services,15662650602,5901927711,73885,UNIONBANK.NS
United Spirits,IN,,NiftyNext50,Fast Moving Consumer Goods,12168674699,1502048193,2224,UNITDSPR.NS
Varun Beverages,IN,,NiftyNext50,Fast Moving Consumer Goods,18674698795,2612650602,10654,VBL.NS
Vedanta,IN,,NiftyNext50,Metals & Mining,12289156627,9263493976,16090,VEDL.NS
Zydus Lifesciences,IN,,NiftyNext50,Healthcare,13493975904,3270843373,29980,ZYDUSLIFE.NS
A2A,IT,,FTSEMIB,Utilities,7959600000,15184800000,14959,A2A.MI
Amplifon,IT,,FTSEMIB,Health Care,3088800000,2581200000,15078,AMP.MI
Avio,IT,,FTSEMIB,Aerospace,1425600000,630385200,1426,AVIO.MI
Azimut,IT,,FTSEMIB,Financial Services,5454000000,1587600000,1260,AZM.MI
Banca Mediolanum,IT,,FTSEMIB,Financial Services,18295200000,2559600000,4138,BMED.MI
Banca Monte dei Paschi di Siena,IT,,FTSEMIB,Banks,38091600000,4158000000,22030,BMPS.MI
Banco BPM,IT,,FTSEMIB,Banks,25336800000,5810400000,18983,BAMI.MI
BPER Banca,IT,,FTSEMIB,Banks,31082400000,6415200000,22964,BPE.MI
Brunello Cucinelli,IT,,FTSEMIB,Consumer Products and Services,6058800000,1522800000,3539,BC.MI
Buzzi,IT,,FTSEMIB,Construction and Materials,8154000000,4892400000,10532,BZU.MI
Campari,IT,,FTSEMIB,"Food, Beverage and Tobacco",7387200000,3294000000,4837,CPR.MI
Diasorin,IT,,FTSEMIB,Health Care,3834000000,1296000000,3272,DIA.MI
Enel,IT,,FTSEMIB,Utilities,108745200000,85741200000,61544,ENEL.MI
Eni,IT,,FTSEMIB,Energy,70729200000,90288000000,32349,ENI.MI
Ferrari,IT,,FTSEMIB,Automobiles and Parts,67910400000,7776000000,5740,RACE.MI
Fincantieri,IT,,FTSEMIB,Shipbuilding,4989600000,9633600000,24366,FCT.MI
FinecoBank,IT,,FTSEMIB,Banks,15757200000,1414800000,1524,FBK.MI
Generali,IT,,FTSEMIB,Insurance,69087600000,62424000000,82951,G.MI
Hera,IT,,FTSEMIB,Utilities,6264000000,13100400000,10456,HER.MI
Intesa Sanpaolo,IT,,FTSEMIB,Banks,121089600000,27766800000,89931,ISP.MI
INWIT,IT,,FTSEMIB,Telecommunications,6134400000,1166400000,345,INW.MI
Italgas,IT,,FTSEMIB,Utilities,11048400000,3855600000,6343,IG.MI
Iveco,IT,,FTSEMIB,Industrial Goods and Services,4017600000,14504400000,35453,IVG.MI
Leonardo,IT,,FTSEMIB,Industrial Goods and Services,31881600000,21060000000,65455,LDO.MI
Lottomatica Group,IT,,FTSEMIB,Gambling,6231600000,2430000000,2525,LTMC.MI
Mediobanca,IT,,FTSEMIB,Banks,24073200000,2808000000,5419,MB.MI
Moncler,IT,,FTSEMIB,Consumer Products and Services,15076800000,3456000000,8533,MONC.MI
Nexi,IT,,FTSEMIB,Industrial Goods and Services,5313600000,6771600000,9570,NEXI.MI
Poste italiane,IT,,FTSEMIB,Financial Services,38502000000,15152400000,119400,PST.MI
Prysmian,IT,,FTSEMIB,Industrial Goods and Services,39722400000,21740400000,33824,PRY.MI
Recordati,IT,,FTSEMIB,Health Care,11296800000,2829600000,4693,REC.MI
Saipem,IT,,FTSEMIB,Energy,9201600000,16750800000,30000,SPM.MI
Snam,IT,,FTSEMIB,Energy,22431600000,4201200000,4001,SRG.MI
Stellantis,IT,,FTSEMIB,Automobiles and Parts,15919200000,168296400000,258668,STLAM.MI
STMicroelectronics,IT,,FTSEMIB,Technology,56138400000,11800000000,48000,STMMI.MI
Telecom Italia,IT,,FTSEMIB,Telecommunications,17992800000,14968800000,25782,TIT.MI
Tenaris,IT,,FTSEMIB,Energy,27864000000,10550000000,25462,TEN.MI
Terna,IT,,FTSEMIB,Utilities,22366800000,4428000000,7180,TRN.MI
UniCredit,IT,,FTSEMIB,Banks,134643600000,27054000000,72110,UCG.MI
Unipol,IT,,FTSEMIB,Insurance,20660400000,11793600000,12590,UNI.MI
ANA Holdings Inc.,JP,,Nikkei225,Air Transport,8666666667,16933333333,47826,9202.T
"Japan Airlines Co., Ltd.",JP,,Nikkei225,Air Transport,8133333333,13400000000,39076,9201.T
Archion Corp.,JP,,Nikkei225,Automotive,,,,
"Honda Motor Co., Ltd.",JP,,Nikkei225,Automotive,40466666667,145333333333,195109,7267.T
Isuzu Motors Ltd.,JP,,Nikkei225,Automotive,10666666667,23200000000,43005,7202.T
Mazda Motor Corp.,JP,,Nikkei225,Automotive,4874066667,32800000000,47144,7261.T
Mitsubishi Motors Corp.,JP,,Nikkei225,Automotive,3320000000,19333333333,27695,7211.T
"Nissan Motor Co., Ltd.",JP,,Nikkei225,Automotive,7733333333,80066666667,120079,7201.T
Subaru Corp.,JP,,Nikkei225,Automotive,12266666667,31866666667,37542,7270.T
Suzuki Motor Corp.,JP,,Nikkei225,Automotive,26266666667,41933333333,76889,7269.T
Toyota Motor Corp.,JP,,Nikkei225,Automotive,232000000000,337866666667,390927,7203.T
"Yamaha Motor Company, Ltd.",JP,,Nikkei225,Automotive,8333333333,17600000000,55176,7272.T
"Aozora Bank, Ltd.",JP,,Nikkei225,Banking,2794933333,836866667,2515,8304.T
"Chiba Bank, Ltd.",JP,,Nikkei225,Banking,12666666667,2146200000,4377,8331.T
"Fukuoka Financial Group, Inc.",JP,,Nikkei225,Banking,9666666667,2820266667,8050,8354.T
"Mitsubishi UFJ Financial Group, Inc.",JP,,Nikkei225,Banking,275266666667,44733333333,184200,8306.T
"Mizuho Financial Group, Inc.",JP,,Nikkei225,Banking,142200000000,29333333333,52427,8411.T
"Resona Holdings, Inc.",JP,,Nikkei225,Banking,35133333333,7333333333,20813,8308.T
Shizuoka Financial Group,JP,,Nikkei225,Banking,11800000000,2299533333,4226,5831.T
"Sumitomo Mitsui Financial Group, Inc.",JP,,Nikkei225,Banking,181533333333,29200000000,123000,8316.T
"Sumitomo Mitsui Trust Holdings, Inc.",JP,,Nikkei225,Banking,31466666667,10933333333,22526,8309.T
Yokohama Financial Group,JP,,Nikkei225,Banking,14333333333,2572533333,6313,7186.T
Asahi Kasei Corp.,JP,,Nikkei225,Chemicals,16666666667,20466666667,47895,3407.T
"Denka Co., Ltd.",JP,,Nikkei225,Chemicals,2156733333,2561666667,6454,4061.T
Fujifilm Holdings Corp.,JP,,Nikkei225,Chemicals,28933333333,22400000000,73526,4901.T
Kao Corp.,JP,,Nikkei225,Chemicals,19466666667,11400000000,31514,4452.T
"Kuraray Co., Ltd.",JP,,Nikkei225,Chemicals,3677800000,5389666667,12117,3405.T
Mitsubishi Chemical Holdings Corp.,JP,,Nikkei225,Chemicals,11000000000,24666666667,56678,4188.T
"Mitsui Chemicals, Inc.",JP,,Nikkei225,Chemicals,5323733333,11133333333,17320,4183.T
"Nissan Chemical Industries, Ltd.",JP,,Nikkei225,Chemicals,7000000000,1863933333,3411,4021.T
Nitto Denko,JP,,Nikkei225,Chemicals,14666666667,6866666667,26477,6988.T
Resonac Corp.,JP,,Nikkei225,Chemicals,19266666667,9000000000,21525,4004.T
"Shin-Etsu Chemical Co., Ltd.",JP,,Nikkei225,Chemicals,86400000000,17133333333,27342,4063.T
"Shiseido Co., Ltd.",JP,,Nikkei225,Chemicals,8266666667,6466600000,26330,4911.T
"Sumitomo Chemical Co., Ltd.",JP,,Nikkei225,Chemicals,6086000000,15533333333,27491,4005.T
Tokuyama Corporation,JP,,Nikkei225,Chemicals,2269600000,2329866667,6390,4043.T
Tosoh Corp.,JP,,Nikkei225,Chemicals,5835533333,6800000000,14850,4042.T
"Ube Industries, Ltd.",JP,,Nikkei225,Chemicals,2121000000,3082266667,7968,4208.T
KDDI Corp.,JP,,Nikkei225,Communications,73000000000,40466666667,73198,9433.T
Nippon Telegraph & Telephone Corp.,JP,,Nikkei225,Communications,82533333333,96066666667,344196,9432.T
SoftBank Corp.,JP,,Nikkei225,Communications,70066666667,46933333333,58432,9434.T
SoftBank Group Corp.,JP,,Nikkei225,Communications,216666666667,52000000000,73677,9984.T
Comsys Holdings Corp.,JP,,Nikkei225,Construction,4075933333,4204400000,17765,1721.T
"Daiwa House Industry Co., Ltd.",JP,,Nikkei225,Construction,18866666667,37200000000,55712,1925.T
Haseko Corp.,JP,,Nikkei225,Construction,4881800000,8466666667,8875,1808.T
JGC Corporation,JP,,Nikkei225,Construction,3735000000,4968533333,8154,1963.T
Kajima Corp.,JP,,Nikkei225,Construction,17400000000,20466666667,21170,1812.T
Obayashi Corp.,JP,,Nikkei225,Construction,14933333333,17266666667,18031,1802.T
"Sekisui House, Ltd.",JP,,Nikkei225,Construction,15266666667,28066666667,32186,1928.T
Shimizu Corp.,JP,,Nikkei225,Construction,11200000000,13733333333,22278,1803.T
Taisei Corp.,JP,,Nikkei225,Construction,15000000000,13933333333,18503,1801.T
Advantest Corp.,JP,,Nikkei225,Electric Machinery,142800000000,7533333333,7241,6857.T
"Alps Alpine Co., Ltd.",JP,,Nikkei225,Electric Machinery,2804466667,6800000000,25924,6770.T
Canon Inc.,JP,,Nikkei225,Electric Machinery,25666666667,30800000000,165547,7751.T
Denso Corp.,JP,,Nikkei225,Electric Machinery,35800000000,50266666667,154716,6902.T
FANUC Corp.,JP,,Nikkei225,Electric Machinery,43133333333,5718866667,10040,6954.T
"Fuji Electric Co., Ltd.",JP,,Nikkei225,Electric Machinery,12800000000,8200000000,26955,6504.T
Fujitsu Ltd.,JP,,Nikkei225,Electric Machinery,37533333333,23333333333,99203,6702.T
"Hitachi, Ltd.",JP,,Nikkei225,Electric Machinery,145133333333,70600000000,287901,6501.T
Keyence Corp.,JP,,Nikkei225,Electric Machinery,116600000000,7800000000,12784,6861.T
Kioxia Holdings Corp.,JP,,Nikkei225,Electric Machinery,226066666667,15600000000,15249,285A.T
Kyocera Corp.,JP,,Nikkei225,Electric Machinery,32400000000,13800000000,73856,6971.T
Lasertec,JP,,Nikkei225,Electric Machinery,27000000000,1681200000,1163,6920.T
"MinebeaMitsumi, Inc.",JP,,Nikkei225,Electric Machinery,10600000000,11066666667,81383,6479.T
Mitsubishi Electric Corp.,JP,,Nikkei225,Electric Machinery,78400000000,39266666667,150386,6503.T
"Murata Manufacturing Co., Ltd.",JP,,Nikkei225,Electric Machinery,103600000000,12200000000,74302,6981.T
NEC Corp.,JP,,Nikkei225,Electric Machinery,37466666667,23866666667,101800,6701.T
Nidec,JP,,Nikkei225,Electric Machinery,18933333333,17466666667,104285,6594.T
Omron Corp.,JP,,Nikkei225,Electric Machinery,7266666667,5115666667,26050,6645.T
Panasonic Corp.,JP,,Nikkei225,Electric Machinery,62533333333,53666666667,183685,6752.T
Renesas Electronics,JP,,Nikkei225,Electric Machinery,50800000000,9266666667,21907,6723.T
"Ricoh Co., Ltd.",JP,,Nikkei225,Electric Machinery,5900200000,17400000000,75635,7752.T
"Rohm Co., Ltd.",JP,,Nikkei225,Electric Machinery,12533333333,3207666667,21756,6963.T
SCREEN Holdings,JP,,Nikkei225,Electric Machinery,21000000000,4038333333,6884,7735.T
Seiko Epson Corp.,JP,,Nikkei225,Electric Machinery,6274000000,9400000000,74619,6724.T
Sharp Corporation,JP,,Nikkei225,Electric Machinery,2641800000,12600000000,34549,6753.T
Sony Corp.,JP,,Nikkei225,Electric Machinery,134866666667,83200000000,94900,6758.T
Socionext Inc.,JP,,Nikkei225,Electric Machinery,2890733333,1338866667,2469,6526.T
"Taiyo Yuden Co., Ltd.",JP,,Nikkei225,Electric Machinery,10866666667,2368933333,20604,6976.T
TDK Corp.,JP,,Nikkei225,Electric Machinery,39400000000,16666666667,106545,6762.T
Tokyo Electron Ltd.,JP,,Nikkei225,Electric Machinery,199866666667,16266666667,20236,8035.T
"Yaskawa Electric Corporation, Limited",JP,,Nikkei225,Electric Machinery,9200000000,3703066667,12483,6506.T
Yokogawa Electric Corp.,JP,,Nikkei225,Electric Machinery,9666666667,4032200000,18313,6841.T
"Chubu Electric Power Co., Inc.",JP,,Nikkei225,Electric Power,14866666667,23666666667,22700,9502.T
"Kansai Electric Power Co., Inc.",JP,,Nikkei225,Electric Power,17466666667,27066666667,32482,9503.T
"Tokyo Electric Power Company Holdings, Incorporated",JP,,Nikkei225,Electric Power,5519666667,42200000000,38341,9501.T
Nissui Corporation,JP,,Nikkei225,Fishery,2531733333,6208466667,11526,1332.T
"Ajinomoto Co., Inc.",JP,,Nikkei225,Foods,32466666667,10533333333,34787,2802.T
"Asahi Group Holdings, Ltd.",JP,,Nikkei225,Foods,15933333333,19266666667,28173,2502.T
Japan Tobacco Inc.,JP,,Nikkei225,Foods,75400000000,23933333333,52867,2914.T
Kikkoman Corp.,JP,,Nikkei225,Foods,9933333333,4970266667,7911,2801.T
"Kirin Holdings Co, Ltd",JP,,Nikkei225,Foods,15400000000,16200000000,31144,2503.T
"Meiji Holdings Company, Limited",JP,,Nikkei225,Foods,6733333333,7800000000,17103,2269.T
NH Foods Ltd.,JP,,Nikkei225,Foods,3866200000,9733333333,15790,2282.T
Nichirei Corp.,JP,,Nikkei225,Foods,3550400000,4774266667,17763,2871.T
Nisshin Seifun Group Inc.,JP,,Nikkei225,Foods,3758000000,5766666667,9624,2002.T
Sapporo Holdings Ltd.,JP,,Nikkei225,Foods,5079666667,3379066667,6102,2501.T
"Osaka Gas Co., Ltd.",JP,,Nikkei225,Gas,13733333333,13533333333,21835,9532.T
"Tokyo Gas Co., Ltd.",JP,,Nikkei225,Gas,13600000000,18866666667,16001,9531.T
AGC Inc.,JP,,Nikkei225,Glass & Ceramics,8933333333,14000000000,52896,5201.T
"NGK Insulators, Ltd.",JP,,Nikkei225,Glass & Ceramics,11666666667,4467533333,19869,5333.T
"Nippon Electric Glass Co., Ltd.",JP,,Nikkei225,Glass & Ceramics,2767733333,2076000000,5218,5214.T
Taiheiyo Cement Corp.,JP,,Nikkei225,Glass & Ceramics,3060066667,5989600000,12626,5233.T
"Tokai Carbon Co., Ltd.",JP,,Nikkei225,Glass & Ceramics,2216933333,2162200000,4436,5301.T
Toto Ltd.,JP,,Nikkei225,Glass & Ceramics,8333333333,4916266667,30324,5332.T
"Dai-ichi Life Insurance Company, Limited",JP,,Nikkei225,Insurance,45733333333,72400000000,60138,8750.T
"MS&AD Insurance Group, Inc.",JP,,Nikkei225,Insurance,47000000000,45466666667,46856,8725.T
"Sompo Holdings, Inc.",JP,,Nikkei225,Insurance,41000000000,39800000000,55702,8630.T
"T&D Holdings, Inc.",JP,,Nikkei225,Insurance,16133333333,19466666667,21268,8795.T
"Tokio Marine Holdings, Inc.",JP,,Nikkei225,Insurance,98200000000,54066666667,67526,8766.T
Nippon Express Holdings Inc.,JP,,Nikkei225,Land Transport,8800000000,17133333333,77925,9147.T
"Yamato Holdings Co., Ltd.",JP,,Nikkei225,Land Transport,4258266667,12466666667,174696,9064.T
Amada Co. Ltd.,JP,,Nikkei225,Machinery,6023266667,2915800000,9872,6113.T
"Daikin Industries, Ltd.",JP,,Nikkei225,Machinery,44733333333,33466666667,104095,6367.T
Ebara Corp.,JP,,Nikkei225,Machinery,17466666667,6613000000,21148,6361.T
"Hitachi Construction Machinery Co., Ltd.",JP,,Nikkei225,Machinery,7666666667,9400000000,25304,6305.T
Kanadevia Corp.,JP,,Nikkei225,Machinery,1380600000,4301466667,12666,7004.T
IHI Corp.,JP,,Nikkei225,Machinery,20400000000,10933333333,26224,7013.T
"Japan Steel Works, Ltd.",JP,,Nikkei225,Machinery,3803866667,1832333333,5419,5631.T
JTEKT Corp.,JP,,Nikkei225,Machinery,4377066667,12800000000,43233,6473.T
Komatsu Ltd.,JP,,Nikkei225,Machinery,38333333333,27533333333,67279,6301.T
Kubota Corp.,JP,,Nikkei225,Machinery,21000000000,20133333333,52503,6326.T
"Mitsubishi Heavy Industries, Ltd.",JP,,Nikkei225,Machinery,88066666667,33133333333,78793,7011.T
NSK Ltd.,JP,,Nikkei225,Machinery,3727000000,6077600000,26278,6471.T
NTN Corp.,JP,,Nikkei225,Machinery,1525866667,5508933333,21305,6472.T
"Okuma Holdings, Inc.",JP,,Nikkei225,Machinery,1933533333,1572600000,4101,6103.T
"Sumitomo Heavy Industries, Ltd.",JP,,Nikkei225,Machinery,4241933333,7133333333,25123,6302.T
SMC Corporation,JP,,Nikkei225,Machinery,30600000000,5616933333,24773,6273.T
"Kawasaki Kisen Kaisha, Ltd.",JP,,Nikkei225,Marine Transport,11133333333,6800000000,5262,9107.T
"Mitsui O.S.K. Lines, Ltd.",JP,,Nikkei225,Marine Transport,13266666667,12200000000,11567,9104.T
Nippon Yusen K.K.,JP,,Nikkei225,Marine Transport,15666666667,16133333333,39830,9101.T
Inpex Corp.,JP,,Nikkei225,Mining,28666666667,13200000000,3720,1605.T
"Dowa Holdings Co., Ltd.",JP,,Nikkei225,Nonferrous Metals,3334800000,4969400000,8355,5714.T
Fujikura Ltd.,JP,,Nikkei225,Nonferrous Metals,52200000000,7866666667,50586,5803.T
"Furukawa Electric Co., Ltd.",JP,,Nikkei225,Nonferrous Metals,16533333333,8733333333,49112,5801.T
Mitsubishi Materials Corp.,JP,,Nikkei225,Nonferrous Metals,3662466667,12266666667,17591,5711.T
